"word","lazy","hint","formal","usage","keyer"
"balanced","","","b-a-l-/-t","",""
"balances","","","b-a-l-s","",""
"balbriggan","","","b-a-l-b-r-e-g-n","",""
"baldachin","","","b-a-ld-a-k-e-n","",""
"baldric","","","b-o-ld-r-k","",""
"bale","","","b-a-l","",""
"balk","","","b-o-k","",""
"ball","","","b-o-l","",""
"ballistics","","","b-a-l-/-s-t-s","",""
"ballot","","","b-a-l-o-t","",""
"Baltimore","","","b-o-l","",""
"baluster","","","b-a-l-u-s-t-e2","",""
"balustrade","","","b-a-l-u-s-t-r-a","",""
"banal","","","b-a-n-l","",""
"banana","","","b-n-a-n-a","",""
"band","","","b-a-nt","",""
"bandoleer","","","b-a-nt-l-e-r","",""
"Bangkok","","","b-a-nk-k-k","",""
"bank","","","b-a-nk","",""
"banker","","","b-a-nk-e2","",""
"bankrupt","","","b-a-nk-p","",""
"bankruptcy","","","b-a-nk-p-s-e","",""
"bankruptcy ","","","b-s-e","",""
"banquet","","","b-a-nk-w-e-t","",""
"banter","","","b-a-nt-r","",""
"bar","","","b-a-r","",""
"barbarian","","","b-a-r-b-r-ea-n","",""
"barbican","","","b-a-r-b-k-a-n","",""
"Barcelona","","","b-r-s-e-l-o-n-a","",""
"bare","","","b-a-r","",""
"barely","","","b-a-r-e","",""
"bargain","","","b-a-r-g-n","",""
"bargain ","","","b-g-n","",""
"barn","","","b-a2-n","",""
"baron","","","b-a-r-n","",""
"barrage","","","b-a-r-a-sh","",""
"barratry","","","b-a-r-a-t-r-e","",""
"barrel","","","b-r-l","",""
"barrels","","","b-r-l-s","",""
"barren","","","b-a-r-e-n","",""
"barrier","","","b-a-r-e-r","",""
"base","","","b-a-s","",""
"baseball","","","b-a-s-b-o-l","",""
"based","","","b-a-s-t","",""
"basement","","","b-a-s-m","",""
"bases","","","b-a-ss","",""
"basilica","","","b-a-s-e-l-e-k-a","",""
"basis","","","b-a-ss","",""
"basket","","","b-a-s-k-e-t","",""
"basketball","","","b-a-s-k-e-t-b-o-l","",""
"bat","","","b-a-t","",""
"bath","","","b-a-th","",""
"baton","","","b-a-tn","",""
"battalion","","","b-t-a-l-n","",""
"battery","","","b-t-e2-e2","",""
"battle","","","b-t-l","",""
"bay","","","b-a","",""
"bayonet","","","b-a-n-e-t","",""
"be","","","b","",""
"be sure","","","b-sh","",""
"beach","","","b-e-ch","",""
"bean","","","b-e-n","",""
"bear","","","b-a-r","",""
"bear in mind","","","b-a2-m-i","",""
"bears","","","b-a-r-s","",""
"beat","","","b-e-t","",""
"beaten","","","b-e-tn","",""
"beatitude","","","b-ea-t-e-t","",""
"beauteous","","","b-t-u-s","",""
"beautiful","","","b-t-e-f","",""
"beautify","","","b-t-e-f","",""
"beauty","","","b-t-e","",""
"became","","","b-k-a","",""
"because","","","k-s2","",""
"because of the fact that","","","k-s2-f-th-a","",""
"become","","","b-k","",""
"bed","","","b-d","",""
"bedridden","","","b-d-r-e-tn","",""
"bedroom","","","b-d-r-m","",""
"bee","","","b-e","",""
"been","","","b-n","",""
"befall","","","b-f-o","",""
"before","","","b-f","",""
"before and after","","","b-f-a-f-t","",""
"befriend","","","b-f-r","",""
"beg","","","b-g","",""
"began","","","b-g-a-n","",""
"beggar","","","b-g-r","",""
"begged","","","b-g-d","",""
"begin","","","b-g-e-n","",""
"begun","","","b-g-n","",""
"behalf","","","b-f","",""
"behavior","","","b-^-h-\-a-v-r","",""
"behind","","","b-i","",""
"behold","","","b-o2-ld","",""
"beige","","","b-a-sh","",""
"being able","","","b-a-\-h","",""
"Belfast","","","b-l-f-a-s","",""
"Belgium","","","b-l-j-m","",""
"belie","","","b-l-i","",""
"belief","","","b-e","",""
"believable","","","b-e-b","",""
"believe","","","b-e","",""
"believes","","","b-e-s","",""
"belittle","","","b-l-e-t","",""
"bell","","","b-e-l","",""
"bellicose","","","b-e-l-e-k-o-s","",""
"belligerence","","","b-e-l-e-j","",""
"belligerent","","","b-e-l-e-j","",""
"belong","","","b-l-ng","",""
"belonged","","","b-l-ng-/-t","",""
"belove","","","b-l-v","",""
"beloved","","","b-l-v-d","",""
"below","","","b-l-o","",""
"belt","","","b-e-l-t","",""
"beneficial","","","b-n-f-e-sh","",""
"beneficiary","","","b-f-e-sh","",""
"benefit","","","b-n-f","",""
"benevolence","","","b-n-e-v","",""
"benevolent","","","b-n-e-v","",""
"benignant","","","b-n-e-g-n","",""
"benzene","","","b-n-s-e-n","",""
"bequest","","","b-k-e-s","",""
"Berlin","","","b-r-l-e-n","",""
"berth","","","b-e-r-th","",""
"beside","","","b-s-i","",""
"bespeak","","","b-s-p","",""
"best","","","b-e-s","",""
"bestowal","","","b-s-t-o-l","",""
"bet","","","b-e-t","",""
"better","","","b-t-e2","",""
"better than","","","b-t-e-n","",""
"betterment","","","b-t-e-m","",""
"between","","","b-tn","",""
"beyond","","","b-o-n","",""
"biannual","","","b-a-n-l","",""
"Bible","","","b-i-b","",""
"bibliography","","","b-e-b-/-o-e","",""
"bicarbonate","","","b-k-r-b-n-a-t","",""
"bichloride","","","b-k-l-o-r-i","",""
"bid","","","b-d","",""
"bidden","","","b-tn","",""
"bids","","","b-d-s","",""
"biennial","","","b-ia-n-l","",""
"big","","","b-g","",""
"bigamy","","","b-g-m-e","",""
"bigger","","","b-g-r","",""
"biggest","","","b-g-e-s","",""
"bigot","","","b-g-t","",""
"bijou","","","b-e-sh-u","",""
"bilingual","","","b-l-e-ng-l","",""
"bilious","","","b-e-l-u-s","",""
"-bility","","","/-b","",""
"bill","","","b-l","",""
"bill of exchange","","","b-l-e-s-ch","",""
"bill of sale","","","b-l-s-a","",""
"billboard","","","b-l-b-o-d","",""
"billed","","","b-l-/-t","",""
"billhead","","","b-l-^-h-\-e-d","",""
"billiards","","","b-e-l-a2-d-s","",""
"binary","","","b-n-r-e","",""
"binding","","","b-i-nt-\-h","",""
"binnacle","","","b-n-/-k","",""
"binocular","","","b-n-o-k","",""
"biography","","","b-/-o-e","",""
"biology","","","b-/-o2","",""
"biplane","","","b-p-l-a-n","",""
"bird","","","b-e2-d","",""
"birth","","","b-e-r-th","",""
"birthday","","","b-e-r-th-d-a","",""
"bisect","","","b-s-e-k","",""
"bit","","","b-e-t","",""
"bitten","","","b-e-tn","",""
"bitter","","","b-e-t-e2","",""
"black","","","b-l-a-k","",""
"blackmail","","","b-l-a-k-m-a","",""
"blame","","","b-l-a-m","",""
"blameless","","","b-l-a-m-l","",""
"blameworthy","","","b-l-a-m-th-e","",""
"blank","","","b-l-a-nk","",""
"blazon","","","b-l-a-s-n","",""
"bless","","","b-l-e-s","",""
"blessed","","","b-l-e-s-t","",""
"blew","","","b-l-u","",""
"blind","","","b-l-i-nt","",""
"bliss","","","b-l-e-s","",""
"blizzard","","","b-l-e-s2-a2-d","",""
"block","","","b-l-o-k","",""
"blood","","","b-l-u-d","",""
"bloodless","","","b-l-u-d-l","",""
"bloom","","","b-l-u-m","",""
"blouse","","","b-l-a-u-s","",""
"blow","","","b-l-o","",""
"blown","","","b-l-o-n","",""
"blue","","","b-l-u","",""
"bluff","","","b-l-u-f","",""
"board","","","b-o-d","",""
"board ","","","b-o-r","",""
"board of directors","","","b-<-d-r-s","",""
"boat","","","b-o-t","",""
"bodies","","","b-o-s","",""
"bodily","","","b-o-e","",""
"bodkin","","","b-o-d-k-e-n","",""
"body","","","b-o","",""
"Bogota","","","b-g-t-a","",""
"Bohemia","","","b-o-e-m-ea","",""
"boiler","","","b-o-e-l-r","",""
"bolder","","","b-o-ld-r","",""
"Bolivia","","","b-o-l","",""
"bolts","","","b-o-l-t-s","",""
"bombardment","","","b-o-m-b-a2-d-m","",""
"bombastic","","","b-o-m-b-/-s-t","",""
"bond","","","b-o-nt","",""
"bone","","","b-o-n","",""
"bonus","","","b-o-n-u-s","",""
"book","","","b-k","",""
"booked","","","b-k-t","",""
"bookkeeper","","","b-k-p-/-r","",""
"bookkeeping","","","b-k-p-\-h","",""
"booklet","","","b-k-l-e","",""
"booklets","","","b-k-l-es","",""
"boot","","","b-u-t","",""
"boots","","","b-u-t-s","",""
"boracic","","","b-o-r-a-s-k","",""
"Bordeaux","","","b-o-d-o","",""
"border","","","b-o-d-e2","",""
"bore","","","b-o-r","",""
"born","","","b-o-n","",""
"borne in mind","","","b-o-m-i","",""
"borough","","","b-r-o","",""
"borrow","","","b-o-r-o","",""
"bosom","","","b-u-s-m","",""
"Boston","","","b-o-s","",""
"botanical","","","b-o-tn-/-k","",""
"both","","","b-o-th","",""
"bother","","","b-o-th","",""
"bothered","","","b-o-th-/-t","",""
"bothersome","","","b-o-th-s-m","",""
"bottle","","","b-o-t-l","",""
"bottom","","","b-o-tm","",""
"bought","","","b-o-t","",""
"boulder","","","b-o-ld-r","",""
"boulevard","","","b-l-v-d","",""
"bounce","","","b-n-s","",""
"bound","","","b-n","",""
"boundary","","","b-n-r-e","",""
"bounden","","","b-n-n","",""
"boundless","","","b-n-l","",""
"bounds","","","b-n-s","",""
"bounty","","","b-n-t-e","",""
"bovine","","","b-o-v-e-n","",""
"bow","","","b-o","",""
"bowlder","","","b-o-ld-r","",""
"bowsprit","","","b-o-s-p-r-e-t","",""
"box","","","b-o-x","",""
"boy","","","b-o-e","",""
"boycott","","","b-o-e-k-o-t","",""
"brackish","","","b-r-a-k-sh","",""
"brain","","","b-r-a-n","",""
"brains","","","b-r-a-n-s","",""
"branch","","","b-r-a-n-ch","",""
"branches","","","b-r-a-n-ch-s","",""
"brand","","","b-r-a-nt","",""
"brass","","","b-r-a-s","",""
"brave","","","b-r-a-v","",""
"brazier","","","b-r-a-sh-e2","",""
"Brazil","","","b-r-a-s","",""
"bread","","","b-r-e-d","",""
"break","","","b-r-a-k","",""
"breakfast","","","b-r-e-k-f-a-s","",""
"breaks","","","b-r-a-k-s","",""
"breath","","","b-r-e-th","",""
"brevet","","","b-r-e-v-t","",""
"brevity","","","b-r-e-v-t-e","",""
"brick","","","b-r-e-k","",""
"bridge","","","b-r-e-j","",""
"brief","","","b-r-e-f","",""
"briefly","","","b-r-e-f-e","",""
"brigantine","","","b-r-e-g-a-n-tn","",""
"bright","","","b-r-i","",""
"brighten","","","b-r-i-n","",""
"brighter","","","b-r-i-r","",""
"brightly","","","b-r-ia","",""
"brilliance","","","b-r-e-l","",""
"brilliant","","","b-r-e-l","",""
"bring","","","b-r","",""
"Brisbane","","","b-r-e-s-b-n","",""
"British Columbia","","","b-s-e","",""
"broad","","","b-r-o-d","",""
"brochure","","","b-r-o-sh-u","",""
"broke","","","b-r-o-k","",""
"broken","","","b-r-o-k-n","",""
"bronchitis","","","b-r-o-nk-i","",""
"brother","","","b-r-u-th","",""
"brother-in-law","","","b-r-u-th-l-o","",""
"brought","","","b-r-o-t","",""
"brought up","","","b-r-o-t-p","",""
"brown","","","b-r-n","",""
"brunt","","","b-r-nt","",""
"brush","","","b-r-sh","",""
"Bucharest","","","b-k-r-e-s","",""
"bucolic","","","b-e-u-k-o-l-k","",""
"bud","","","b-u-d","",""
"Budapest","","","b-d-p-e-s","",""
"budget","","","b-j-e-t","",""
"Bueno Aires","","","b-i-r-e-s","",""
"buffalo","","","b-u-f","",""
"build","","","b-ld","",""
"buildings","","","b-ld-/-s2","",""
"built","","","b-l","",""
"bulletin","","","b-l-e-tn","",""
"bullion","","","b-u-l-n","",""
"bulwark","","","b-u-l-r-k","",""
"bunch","","","b-n-ch","",""
"bundle","","","b-n-l","",""
"bungalow","","","b-ng-l-u","",""
"bunion","","","b-n-u-n","",""
"bunting","","","b-n-t-\-h","",""
"buoy","","","b-o-e","",""
"buoyant","","","b-o-e-nt","",""
"burden","","","b-e2-tn","",""
"bureau","","","b-u","",""
"bureaucracy","","","b-u-r-o-k-s-e","",""
"bureaucrat","","","b-u-/-a-t","",""
"bureaucratic","","","b-u-/-a","",""
"burglar","","","b-e-r-g-l-r","",""
"burglarious","","","b-e-r-g-l-a-r","",""
"buried","","","b-e-r-e-d","",""
"burn","","","b-e2-n","",""
"burned","","","b-e2-n-/-t","",""
"burnt","","","b-e2-n-t","",""
"burrow","","","b-u-r-o","",""
"burst","","","b-r-s-t","",""
"bus","","","b-u-s","",""
"bushel","","","b-sh","",""
"business","","","b-s","",""
"businesses","","","b-s-s","",""
"busy","","","b-e-s-e","",""
"but","","","b","",""
"butt","","","b-u-t","",""
"butter","","","b-u-t-e2","",""
"button","","","b-u-tn","",""
"buxom","","","b-u-x-m","",""
"buy","","","b-i","",""
"buyer","","","b-i-r","",""
"buzzard","","","b-u-s-a-d","",""
"by","","","b","",""
"by express","","","b-e-s-p-r","",""
"by means of which","","","b-mn-s-ch","",""
"by reaon of the","","","b-r-s-th","",""
"by reason of my","","","b-r-s-m-a","",""
"by reason of that","","","b-r-s-th-a","",""
"by reason of their","","","b-r-s-th2","",""
"by the","","","b-th","",""
"by the way","","","b-u-a","",""
"bygone","","","b-g-n","",""
"by-law","","","b-l-o","",""
"bystander","","","b-s-tn-/-r","",""
"byway","","","b-u-a","",""
"byword","","","b-u-d","",""
"C.O.D.","","","k-<-o-d","",""
"cabal","","","k-a-b-l","",""
"cabin","","","k-a-b-n","",""
"cabinet","","","k-a-b","",""
"cable","","","k-a-b","",""
"cadence","","","k-a-tn-s","",""
"cadet","","","k-a-td","",""
"caduceus","","","k-a-d-u-ss","",""
"caisson","","","k-a-s-n","",""
"cake","","","k-a-k","",""
"calamitous","","","k-a-l-a-m","",""
"calculable","","","k-a-l-b","",""
"calculate","","","k-a-l","",""
"Calcutta","","","k-a-l-k","",""
"calendar","","","k-a-l-e-nt","",""
"calf","","","k-a-f","",""
"Calgary","","","k-a-l-g","",""
"California","","","k-a","",""
"calisthenics","","","k-a-l-e-s-th-e-n","",""
"call","","","k-o","",""
"call ","","","k-o-l","",""
"call your attention to the fact","","","k-u-tn-sh-f","",""
"called","","","k-o-/-t","",""
"callosity","","","k-a-l-/-s","",""
"calm","","","k-a-m","",""
"calorie","","","k-a-l-r-e","",""
"Cambridge","","","k-a-m-b","",""
"came","","","k-a-m","",""
"camp","","","k-a-m-p","",""
"campaign","","","k-a-m-p-a-n","",""
"Campeche","","","k-a-m-p-e-ch","",""
"campus","","","k-a-m-p-u-s","",""
"can","","","k","",""
"can be","","","k-b","",""
"can be done","","","k-b-tn","",""
"can have","","","k-v","",""
"Canadian","","","k-a-n-n","",""
"canal","","","k-a-n-l","",""
"canary","","","k-a-n-r-e","",""
"cancel","","","k-a-n-s","",""
"cancellation","","","k-a-n-s-sh","",""
"candelabrum","","","k-d-l-a-b","",""
"candid","","","k-td","",""
"candidacy","","","k-td-s-e","",""
"candidate","","","k-td","",""
"candied","","","k-d-e-d","",""
"candle","","","k-d-l","",""
"candor","","","k-d-e2","",""
"candy","","","k-d-e","",""
"cane","","","k-a-n","",""
"canes","","","k-a-n-s","",""
"canned","","","k-a-nt","",""
"cannery","","","k-a-n-e2-e2","",""
"canning","","","k-a-n-\-h","",""
"cannot","","","k-n","",""
"canoe","","","k-a-n-u","",""
"cans","","","k-a-n-s","",""
"can't","","","k-t","",""
"cantaloupe","","","k-t-l-u-p","",""
"canteen","","","k-t-e-n","",""
"cantilever","","","k-t-e-l-e-v","",""
"canton","","","k-t-o-n","",""
"cantor","","","k-t-e2","",""
"canvass","","","k-a-n-v-a-s","",""
"caoutchouc","","","k-u-ch-u-k","",""
"cap","","","k-a-p","",""
"capable","","","k-a-p","",""
"capacious","","","k-a-p-a-sh","",""
"capacity","","","k-a-p-/-s2","",""
"cape","","","k-a-p","",""
"capillarity","","","k-a-p-/-l","",""
"capital","","","k-p-t","",""
"capricious","","","k-a-p-r-e-sh","",""
"captain","","","k-a-p-tn","",""
"car","","","k-r","",""
"Caracas","","","k-r-a-k-a-s","",""
"carbide","","","k-r-b-i","",""
"carbohydrate","","","k-r-b-i-d-r-a","",""
"carbolic","","","k-r-b-o-l","",""
"carbon","","","k-r-b-n","",""
"carborundum","","","k-r-b-r-nt","",""
"carburetor","","","k-r-b-r-e2-t-e2","",""
"carcass","","","k-a-k-a-s","",""
"carcinoma","","","k-r-s-e-n-o-m-a","",""
"card","","","k-a2-d","",""
"cardinal","","","k-a-tn-l","",""
"career","","","k-r-e-r","",""
"careful","","","k-a-f","",""
"careless","","","k-a2-l","",""
"cares","","","k-as","",""
"cargo","","","k-a-g-o","",""
"caricature","","","k-a-r-e-k","",""
"carload","","","k-r-l-o-d","",""
"carmine","","","k-r-mn","",""
"carnal","","","k-r-n-l","",""
"carnival","","","k-r-n-e-v","",""
"carnivorous","","","k-r-n-e-v","",""
"carol","","","k-a-r-l","",""
"carom","","","k-a-r-m","",""
"carpenter","","","k-r-jnt-r","",""
"carpet","","","k-r-p-t","",""
"carriage","","","k-r-j","",""
"carried","","","k-a-e-/-t","",""
"carrier","","","k-a-e-/-r","",""
"carries","","","k-a-e-s","",""
"carrion","","","k-a-r-n","",""
"carry","","","k-a-e","",""
"carry on","","","k-ia-n","",""
"carry out","","","k-a-e-t","",""
"cartouche","","","k-a2-t-sh","",""
"carve","","","k-r-v","",""
"caryatid","","","k-a-r-ea-td","",""
"case","","","k-a-s","",""
"cases","","","k-a-ss","",""
"cash","","","k-a-sh","",""
"cashier","","","k-a-sh-e2","",""
"cast","","","k-a-s-t","",""
"castigate","","","k-a-s-t-e-g","",""
"casualty","","","k-a-sh-e-/-l","",""
"casuist","","","k-a-sh-us-t","",""
"cat","","","k-a-t","",""
"catafalque","","","k-a-t-f-a-l-k","",""
"catalepsy","","","k-a-t-l-e-p-s-e","",""
"catalogue","","","k-a-t-l","",""
"catalysis","","","k-a-t-l-ss","",""
"catamount","","","k-a-t-mn-t","",""
"cataract","","","k-a-t-r-k","",""
"catastrophe","","","k-a-t-a-s","",""
"catch","","","k-a-ch","",""
"catechism","","","k-a-t-e-k-s-m","",""
"category","","","k-a-t-e-g","",""
"catenary","","","k-a-tn-r-e","",""
"cathedral","","","k-a-th-e-d","",""
"catholic","","","k-a-th","",""
"catholicism","","","k-a-th-ss","",""
"cattle","","","k-a-t-l","",""
"caught","","","k-o-t","",""
"causal","","","k-s2-l","",""
"causation","","","k-s2-s2h","",""
"cause","","","k-s2","",""
"caused","","","k-s2-/-t","",""
"causes","","","k-s2-s2","",""
"caustic","","","k-/-s-t","",""
"caution","","","k-o-sh","",""
"caveat emptor","","","k-<-mt","",""
"cease","","","s-e-s","",""
"ceaseless","","","s-e-s-l","",""
"cedar","","","s-e2-d-e2","",""
"cedilla","","","s-e-d-e-l-a","",""
"ceiling","","","s-e-l-\-h","",""
"celebrate","","","s-e-l-e-b","",""
"celebrity","","","s-e-l-e-b-/-r","",""
"celerity","","","s-e-l-/-r","",""
"cellar","","","s-e-l-r","",""
"cellular","","","s-e-l-l-r","",""
"celluloid","","","s-e-l-l-o-e","",""
"Celt","","","k-e-l-t","",""
"cement","","","s-e-mn-t","",""
"cemetery","","","s-e-m-e-t-r-e","",""
"cenotaph","","","s-e-n-o-t-a-f","",""
"censer","","","s-e-n-s-e-r","",""
"censor","","","s-e-n-s-o-r","",""
"censure","","","s-e-n-sh-u","",""
"census","","","s-e-n-ss","",""
"cent","","","s-e-nt","",""
"center","","","^-s-n","",""
"centi-","","","s-e-n","",""
"central","","","s-n-/-l","",""
"Central America","","","s-n-/-a-m","",""
"central division","","","s-n-/-df","",""
"centrifugal","","","s-n-/-f","",""
"centripetal","","","s-n-/-p","",""
"century","","","s-e-nt-r-e","",""
"cereal","","","s-e-r-ea-l","",""
"cerebellum","","","s-e-r-b-l-m","",""
"cerebral","","","s-e-r-b-r-l","",""
"cerement","","","s-e-r-e-mn-t","",""
"ceremonial","","","s2-e2-mn-l","",""
"ceremony","","","s2-e2-mn-e","",""
"certain","","","s-e-tn","",""
"certificate","","","s-e-df","",""
"certified","","","s-e-df-/-t","",""
"certify","","","s-e-df","",""
"certiorari","","","s2-e-s2-o-r-a-r-i","",""
"certitude","","","s2-e-t-e-t","",""
"cessation","","","ss-a-sh","",""
"cession","","","s-e-sh","",""
"Ceylon","","","s-e-l-o-n","",""
"chain","","","ch-a-n","",""
"chair","","","ch-a2","",""
"chairman","","","ch-a2-m-a2-n","",""
"chairs","","","ch-ya2","",""
"chamber","","","ch-a-m-b-r","",""
"chamber of commerce","","","ch-<-k","",""
"chameleon","","","k-a-m-e-l-n","",""
"chamois","","","sh-a-m-e","",""
"champion","","","ch-a-m-p-n","",""
"chance","","","ch-a-n-s","",""
"chances","","","ch-a-n-ss","",""
"change","","","ch","",""
"changeable","","","ch-b","",""
"changed","","","ch-/-t","",""
"changeless","","","ch-l","",""
"changes","","","ch-s","",""
"channel","","","ch-a-n-l","",""
"chaotic","","","k-a-/-a","",""
"chapel","","","ch-a-p-l","",""
"chapter","","","ch-a-p-t-e2","",""
"character","","","k-a-k","",""
"characteristic","","","k-a-k-/-s-t","",""
"charge","","","ch-j","",""
"charged","","","ch-j-d","",""
"chariot","","","ch-a-r-o-t","",""
"charitable","","","ch-a2-t-b","",""
"charity","","","ch-/-r","",""
"charlatan","","","sh-a2-l-a-tn","",""
"charm","","","ch-a2-m","",""
"chassis","","","sh-a-s-e","",""
"chat","","","ch-a-t","",""
"cheap","","","ch-e-p","",""
"cheaper","","","ch-e-p-r","",""
"check","","","ch-e-k","",""
"checked","","","ch-e-k-t","",""
"checks","","","ch-e-k-s","",""
"cheer","","","ch-e2","",""
"cheerful","","","ch-e2-f","",""
"cheerless","","","ch-el2","",""
"cheerless ","","","ch-e-r-l","",""
"cheery","","","ch-e2-e2","",""
"chemistry","","","k-e-m-e-s-r-e","",""
"chest","","","ch-e-s-t","",""
"Chicago","","","sh-e-k","",""
"chicken","","","ch-e-k-n","",""
"chickens","","","ch-e-k-n-s","",""
"chief","","","ch-e-f","",""
"chief clerk","","","ch-k-l-r","",""
"chief counsel","","","ch-k-s-e-l","",""
"chief draftsman","","","ch-d-r-f-s-m-a-n","",""
"chief engineer","","","ch-n-j-e","",""
"chiefly","","","ch-e-f-e","",""
"chiffon","","","sh-e-f-n","",""
"Chihuahua","","","ch-u-a","",""
"child","","","ch-i-ld","",""
"childish","","","ch-i-ld-sh","",""
"children","","","ch-e-l","",""
"chintz","","","ch-e-nt-s","",""
