word,formal,lazy,keyer,usage,hint
face,f-a-s,fas,,191,face = fas (f-a-s) [1]
because,k-s2,ks,,192,because = ks (k-s2) [5]
whom,^-h-\-u-m,hum,,193,whom = hum (^-h-\-u-m) [1]
few,f-e-u,fu,,194,few = fu (f-e-u) [1]
tell,t-e,teo,o,195,tell = teo (t-e) [1]
son,s2-n,sno,o,196,son = sno (s2-n) [0]
love,l-v,lv,,197,love = lv (l-v) [2]
far,f-a,fa,,198,far = fa (f-a) [1]
seemed,s2-e-mt,semt,,199,seemed = semt (s2-e-mt) [2]
house,^-h-\-u-s,hus,,200,house = hus (^-h-\-u-s) [2]
got,g-t,gt,,201,got = gt (g-t) [1]
God,g,gu,u,202,God = gu (g) [1]
head,^-h-\-e-d,hed,,203,head = hed (^-h-\-e-d) [1]
called,k-o-/-t,kot,,204,called = kot (k-o-/-t) [3]
looked,l-u-/-t,lut,,205,looked = lut (l-u-/-t) [3]
whole,^-h-\-o-l,hol,,206,whole = hol (^-h-\-o-l) [2]
set,s2-e-t,seto,o,207,set = seto (s2-e-t) [-1]
find,f-i,fi,,208,find = fi (f-i) [2]
world,u-u,uuo,o,210,world = uuo (u-u) [2]
thing,th-\-h,hg,,212,thing = hg (th-\-h) [3]
both,b-o-th,boh,,213,both = boh (b-o-th) [1]
told,t-o,tou,u,214,told = tou (t-o) [1]
let,l-e,le,,215,let = le (l-e) [1]
look,l-u,lu,,216,look = lu (l-u) [2]
night,n-i,nio,o,217,night = nio (n-i) [2]
heard,^-h-\-e2-d,hedo,o,219,heard = hedo (^-h-\-e2-d) [1]
mind,m-i-n,min,,220,mind = min (m-i-n) [1]
knew,n-u,nuo,o,221,knew = nuo (n-u) [1]
heart,^-h-\-a2-t,hato,o,222,heart = hato (^-h-\-a2-t) [1]
seen,s2-e-n,sen,,223,seen = sen (s2-e-n) [1]
days,d-a-s,das,,224,days = das (d-a-s) [1]
name,n-a,nao,o,225,name = nao (n-a) [1]
among,m-ng,mg,,226,among = mg (m-ng) [3]
better,b-t-e2,bte,,227,better = bte (b-t-e2) [3]
full,f-u,fuo,o,228,full = fuo (f-u) [1]
something,s2-m-\-h,smg,,229,something = smg (s2-m-\-h) [6]
moment,m-o-m,mom,,230,moment = mom (m-o-m) [3]
gave,g-a,ga,,231,gave = ga (g-a) [2]
country,k-t,kt,,232,country = kt (k-t) [5]
almost,o-m-o,omo,,234,almost = omo (o-m-o) [3]
soon,s2-n,snu,u,236,soon = snu (s2-n) [1]
course,k-r-s,krs,,237,course = krs (k-r-s) [3]
cannot,k-n,kn,,238,cannot = kn (k-n) [4]
asked,s2-k-t,skt,,239,asked = skt (s2-k-t) [2]
small,s2-m-o,smo,,240,small = smo (s2-m-o) [2]
enough,n-u-f,nuf,,241,enough = nuf (n-u-f) [3]
want,o-nt,ont,,242,want = ont (o-nt) [1]
side,s-i,sio,o,243,side = sio (s-i) [1]
woman,u-mn,umm,,244,woman = umm (u-mn) [2]
however,a-u-v,wv,,245,however = wv (a-u-v) [5]
home,^-h-\-o-m,hom,,246,home = hom (^-h-\-o-m) [1]
brought,br-o-t,brot,,247,brought = brot (br-o-t) [3]
whose,^-h-\-u-s,huso,o,248,whose = huso (^-h-\-u-s) [1]
nor,n-o-r,noro,o,249,nor = noro (n-o-r) [-1]
father,f-a-th,fah,,250,father = fah (f-a-th) [3]
quite,k-a-t,qat,,251,quite = qat (k-a-t) [2]
words,u-d-s,uds,,252,words = uds (u-d-s) [2]
given,g-e,geo,o,253,given = geo (g-e) [2]
till,t-e,teu,u,254,till = teu (t-e) [1]
taken,t-a-k-n,takn,,256,taken = takn (t-a-k-n) [1]
use,e-u,ui,i,257,use = ui (e-u) [1]
hands,^-h-\-nt-s,hnts,,258,hands = hnts (^-h-\-nt-s) [1]
does,d-u-s,dus,,259,does = dus (d-u-s) [1]
until,nt-e,nte,,260,until = nte (nt-e) [2]
end,nt,nto,o,261,end = nto (nt) [0]
turned,t-e-n-/-t,tent,,262,turned = tent (t-e-n-/-t) [2]
rather,r-a-th,rah,,263,rather = rah (r-a-th) [3]
best,b-e-s,bes,,265,best = bes (b-e-s) [1]
since,s2-e-n-s,sens,,266,since = sens (s2-e-n-s) [1]
felt,f-e-l-t,felto,o,267,felt = felto (f-e-l-t) [-1]
word,u-d,ud,,268,word = ud (u-d) [2]
lord,l-o-d,lod,,269,lord = lod (l-o-d) [1]
light,l-i,li,,271,light = li (l-i) [3]
oh,o,oi,i,272,oh = oi (o) [0]
next,n-e-s,nes,,273,next = nes (n-e-s) [1]
began,b-g-a-n,bgan,,274,began = bgan (b-g-a-n) [1]
less,l-e-s,les,,275,less = les (l-e-s) [1]
present,pr,pr,,276,present = pr (pr) [5]
large,l-a-j,laj,,277,large = laj (l-a-j) [2]
water,u-o-t-e2,uote,,278,water = uote (u-o-t-e2) [1]
den,d-e-n,deno,o,279,den = deno (d-e-n) [-1]
within,e-th-e-n,ehen,,280,within = ehen (e-th-e-n) [2]
door,d-o-r,dor,,281,door = dor (d-o-r) [1]
poor,p-u,pu,,282,poor = pu (p-u) [2]
certain,s2-e-tn,setn,,283,certain = setn (s2-e-tn) [3]
sent,s2-e-nt,sento,o,286,sent = sento (s2-e-nt) [-1]
often,o-f-n,ofn,,287,often = ofn (o-f-n) [2]
stood,s2-t-u,stu,,288,stood = stu (s2-t-u) [2]
power,p-a-u,pw,,289,power = pw (p-a-u) [3]
room,r-m,rm,,290,room = rm (r-m) [2]
half,^-h-\-a-f,haf,,291,half = haf (^-h-\-a-f) [1]
public,p-b,pb,,292,public = pb (p-b) [4]
themselves,th-m-ss,hmss,,293,themselves = hmss (th-m-ss) [6]
morning,mn-\-h,mmg,,294,morning = mmg (mn-\-h) [4]
sir,s2,sw,w,295,sir = sw (s2) [1]
myself,m-as2,mas,,296,myself = mas (m-as2) [3]
keep,k-p,kp,,297,keep = kp (k-p) [2]
money,mn-e,mmeo,o,298,money = mmeo (mn-e) [1]
mother,m-u-th,muh,,299,mother = muh (m-u-th) [3]
hundred,^-h-\-u-nt,hunt,,302,hundred = hunt (^-h-\-u-nt) [3]
kind,k-i,ki,,303,kind = ki (k-i) [2]
order,o-d,od,,304,order = od (o-d) [3]
war,u-o,uoo,o,305,war = uoo (u-o) [0]
means,m-e-n-s,mens,,306,means = mens (m-e-n-s) [1]
form,f-m,fmo,o,307,form = fmo (f-m) [1]
round,r-nt,rnt,,309,round = rnt (r-nt) [2]
received,r-s-e-/-t,rset,,310,received = rset (r-s-e-/-t) [4]
voice,v-o-e-s,vys,,311,voice = vys (v-o-e-s) [2]
believe,b-e,beo,o,312,believe = beo (b-e) [4]
white,^-h-\-u-i-t,huit,,313,white = huit (^-h-\-u-i-t) [1]
miss,m-e-s,mes,,314,miss = mes (m-e-s) [1]
anything,n-e-\-h,neg,,315,anything = neg (n-e-\-h) [5]
near,n-e2,neo,o,316,near = neo (n-e2) [1]
others,u-th-s,uhs,,317,others = uhs (u-th-s) [3]
thus,th-u-s,husu,u,318,thus = husu (th-u-s) [0]
passed,p-a-s2-t,pasto,o,319,passed = pasto (p-a-s2-t) [1]
matter,m-a-t,mato,o,320,matter = mato (m-a-t) [2]
year,e-r,eru,u,322,year = eru (e-r) [1]
read,r-e-d,redo,o,323,read = redo (r-e-d) [0]
true,t-r-u,tru,,324,true = tru (t-r-u) [1]
point,o-e,y,,325,point = y (o-e) [4]
herself,e-r-s,erso,o,326,herself = erso (e-r-s) [3]
friend,fr,fr,,327,friend = fr (fr) [4]
state,s2-t,sto,o,328,state = sto (s2-t) [2]
person,pr-s,prs,,329,person = prs (pr-s) [3]
wife,i-f,ifo,o,330,wife = ifo (i-f) [1]
already,o-r-e,ore,,331,already = ore (o-r-e) [4]
above,a-b-v,abv,,332,above = abv (a-b-v) [2]
high,^-h-\-i,hio,o,333,high = hio (^-h-\-i) [1]
met,m-e-t,meto,o,334,met = meto (m-e-t) [-1]
says,s2s,ss,,335,says = ss (s2s) [2]
together,t-u-g,tug,,336,together = tug (t-u-g) [5]
why,i,io,o,337,why = io (i) [1]
perhaps,pr-a-p-s,praps,,338,perhaps = praps (pr-a-p-s) [2]
death,d-e-th,deh,,339,death = deh (d-e-th) [2]
dear,d-e2,de,,340,dear = de (d-e2) [2]
fact,f-a-k,fak,,341,fact = fak (f-a-k) [1]
least,l-e-s2-t,lest,,342,least = lest (l-e-s2-t) [1]
case,k-a-s,kas,,343,case = kas (k-a-s) [1]
hear,^-h-\-e-r,heru,u,344,hear = heru (^-h-\-e-r) [0]
known,n-o-n,nono,o,345,known = nono (n-o-n) [1]
English,e-ng-sh,engz,,346,English = engz (e-ng-sh) [3]
hope,^-h-\-o-p,hop,,348,hope = hop (^-h-\-o-p) [1]
along,a-l-ng,alg,,349,along = alg (a-l-ng) [2]
leave,l-e-v,lev,,350,leave = lev (l-e-v) [2]
sure,sh-u,zu,,351,sure = zu (sh-u) [2]
children,ch-e-l,cel,,352,children = cel (ch-e-l) [5]
during,d-r,dro,o,353,during = dro (d-r) [3]
open,o-p-n,opn,,354,open = opn (o-p-n) [1]
yes,ye,ye,,355,yes = ye (ye) [1]
several,s2-e-v,sev,,356,several = sev (s2-e-v) [4]
king,k-e-ng,keg,,357,king = keg (k-e-ng) [1]
indeed,n-td,ndd,,358,indeed = ndd (n-td) [3]
therefore,th2-f,hf,,359,therefore = hf (th2-f) [7]
number,n-u-m,num,,360,number = num (n-u-m) [3]
feet,f-e-t,fet,,361,feet = fet (f-e-t) [1]
wish,u-sh,uz,,362,wish = uz (u-sh) [2]
gone,g-n,gn,,363,gone = gn (g-n) [2]
girl,g-l,glo,o,364,girl = glo (g-l) [1]
lay,l-a,lao,o,365,lay = lao (l-a) [0]
either,e-th2,eho,o,366,either = eho (e-th2) [3]
held,^-h-\-e-ld,heldo,o,367,held = heldo (^-h-\-e-ld) [-1]
whether,u-e-th,ueh,,368,whether = ueh (u-e-th) [4]
letter,l-e,leo,o,369,letter = leo (l-e) [3]
help,^-h-\-e-l-p,helpo,o,370,help = helpo (^-h-\-e-l-p) [-1]
free,fr-e,fre,,371,free = fre (fr-e) [1]
general,j-e-n,jen,,372,general = jen (j-e-n) [4]
second,s2-e-k-nt,seknt,,373,second = seknt (s2-e-k-nt) [1]
alone,a-l-o-n,alon,,374,alone = alon (a-l-o-n) [1]
return,r-e-t,ret,,375,return = ret (r-e-t) [3]
women,u-e-mn,uemm,,376,women = uemm (u-e-mn) [1]
nature,n-a-t,nat,,377,nature = nat (n-a-t) [3]
times,tm-s,tms,,378,times = tms (tm-s) [2]
land,l-a-nt,lant,,379,land = lant (l-a-nt) [0]
became,b-k-a,bka,,380,became = bka (b-k-a) [3]
become,b-k,bk,,381,become = bk (b-k) [4]
thousand,th-a-u,hw,,382,thousand = hw (th-a-u) [6]
body,b-o,boo,o,383,body = boo (b-o) [1]
air,a-r,aro,o,384,air = aro (a-r) [0]
call,k-o,ko,,386,call = ko (k-o) [2]
sat,s2-a-t,sato,o,387,sat = sato (s2-a-t) [-1]
speak,s-p,sp,,388,speak = sp (s-p) [3]
united,e-u-n-i-/-t,unit,,389,united = unit (e-u-n-i-/-t) [2]
itself,t-ss,tss,,390,itself = tss (t-ss) [3]
hour,r,ru,u,392,hour = ru (r) [2]
reason,r-s2-n,rsn,,394,reason = rsn (r-s2-n) [3]
forth,f-th,fh,,395,forth = fh (f-th) [3]
feel,f-e-l,fel,,396,feel = fel (f-e-l) [1]
rest,r-e-s,res,,399,rest = res (r-e-s) [1]
business,b-s,bs,,401,business = bs (b-s) [6]
behind,b-i,bi,,403,behind = bi (b-i) [4]
plus,pl-u-s,pluso,o,408,plus = pluso (pl-u-s) [-1]
really,r-e-e,ree,,409,really = ree (r-e-e) [3]
child,ch-i-ld,cild,,412,child = cild (ch-i-ld) [1]
lost,l-o-s2-t,losto,o,413,lost = losto (l-o-s2-t) [-1]
human,^-h-\-e-u-mn,humm,,414,human = humm (^-h-\-e-u-mn) [1]
replied,r-e-p-/-t,rept,,415,replied = rept (r-e-p-/-t) [3]
kept,k-p-t,kpt,,416,kept = kpt (k-p-t) [1]
different,df,df,,419,different = df (df) [7]
fire,f-i-r,fir,,421,fire = fir (f-i-r) [1]
short,^-sh,zo,o,422,short = zo (^-sh) [3]
manner,mn-e2,mmeu,u,423,manner = mmeu (mn-e2) [2]
mean,m-e-n,meno,o,424,mean = meno (m-e-n) [0]
city,s2-e-t-e,sete,,425,city = sete (s2-e-t-e) [0]
fell,f-e-l,felo,o,426,fell = felo (f-e-l) [0]
able,a-bl,abl,,427,able = abl (a-bl) [1]
need,n-e-d,ned,,428,need = ned (n-e-d) [1]
French,fr-e-n-ch,frenc,,429,French = frenc (fr-e-n-ch) [1]
question,k-n,qn,,430,question = qn (k-n) [6]
family,f-a-m-ya,famya,,431,family = famya (f-a-m-ya) [1]
boy,b-o-e,byo,o,432,boy = byo (b-o-e) [0]
cause,k-s2,kso,o,433,cause = kso (k-s2) [2]
strong,s2-t-r,str,,435,strong = str (s2-t-r) [3]
ten,tn,tn,,437,ten = tn (tn) [1]
England,e-ng,eg,,438,England = eg (e-ng) [5]
possible,p-o-s,poso,o,439,possible = poso (p-o-s) [4]
dead,td,ddo,o,440,dead = ddo (td) [1]
returned,r-e-t-/-t,rett,,441,returned = rett (r-e-t-/-t) [4]
bring,br,br,,442,bring = br (br) [3]
foundation,f-nt-sh,fntz,,444,foundation = fntz (f-nt-sh) [6]
live,l-a-v,lav,,445,live = lav (l-a-v) [1]
around,a-r-nt,arnt,,446,around = arnt (a-r-nt) [2]
doubt,d-a-u,dw,,447,doubt = dw (d-a-u) [3]
hard,^-h-\-a2-d,hado,o,448,hard = hado (^-h-\-a2-d) [0]
soul,s2-o-l,sol,,449,soul = sol (s2-o-l) [1]
ask,s2-k,sk,,450,ask = sk (s2-k) [1]
sort,s2-o-t,sot,,451,sort = sot (s2-o-t) [1]
fine,f-i-n,fin,,452,fine = fin (f-i-n) [1]
hold,^-h-\-o-ld,holdo,o,453,hold = holdo (^-h-\-o-ld) [-1]
lady,l-a-d-e,lade,,454,lady = lade (l-a-d-e) [0]
black,bl-a-k,blak,,455,black = blak (bl-a-k) [1]
beautiful,b-t-e-f,btef,,456,beautiful = btef (b-t-e-f) [5]
sense,s2-e-n-s,senso,o,457,sense = senso (s2-e-n-s) [0]
close,k-l-o-s,klos,,458,close = klos (k-l-o-s) [1]
subject,s-j,sj,,459,subject = sj (s-j) [5]
turn,t-e-n,teno,o,460,turn = teno (t-e-n) [0]
town,t-n,tno,o,461,town = tno (t-n) [1]
followed,f-o-/-t,fot,,462,followed = fot (f-o-/-t) [5]
law,l-o,loo,o,463,law = loo (l-o) [0]
evening,e-v-n-\-h,evng,,464,evening = evng (e-v-n-\-h) [3]
truth,t-r,tr,,465,truth = tr (t-r) [3]
ground,g-r-nt,grnt,,466,ground = grnt (g-r-nt) [2]
understand,u-/-s2-tn,ustn,,467,understand = ustn (u-/-s2-tn) [6]
show,sh-o,zoo,o,468,show = zoo (sh-o) [1]
written,r-e-tn,retn,,469,written = retn (r-e-tn) [3]
common,k-mn,kmm,,470,common = kmm (k-mn) [3]
ought,o-t,oto,o,471,ought = oto (o-t) [2]
fear,f-e-r,fer,,472,fear = fer (f-e-r) [1]
dark,d-a-r-k,darko,o,473,dark = darko (d-a-r-k) [-1]
party,p-t-e,pte,,474,party = pte (p-t-e) [2]
ready,r-e-d-e,rede,,475,ready = rede (r-e-d-e) [1]
force,f-s2,fs,,476,force = fs (f-s2) [3]
carried,k-a-e-/-t,kaet,,477,carried = kaet (k-a-e-/-t) [3]
can't,k-t,kto,o,478,can't = kto (k-t) [2]
early,e-r-e,ereo,o,479,early = ereo (e-r-e) [1]
talk,t-o-k,tok,,480,talk = tok (t-o-k) [1]
account,a-k-t,akt,,481,account = akt (a-k-t) [4]
answer,a-n-s,ans,,482,answer = ans (a-n-s) [3]
paid,p-d,pd,,483,paid = pd (p-d) [2]
across,a-k-r-s,akrs,,484,across = akrs (a-k-r-s) [2]
necessary,n-e-ss,ness,,486,necessary = ness (n-e-ss) [5]
earth,e-r-th,erh,,489,earth = erh (e-r-th) [2]
spirit,s-pr,spr,,490,spirit = spr (s-pr) [3]
idea,a-d-e,ade,,492,idea = ade (a-d-e) [1]
character,k-a-k,kak,,494,character = kak (k-a-k) [6]
reached,r-e-ch-t,rect,,495,reached = rect (r-e-ch-t) [3]
copyright,k-p-e-r-i,kperi,,496,copyright = kperi (k-p-e-r-i) [4]
sea,s-e,seo,o,497,sea = seo (s-e) [0]
appeared,a-pr-/-t,aprt,,498,appeared = aprt (a-pr-/-t) [4]
sight,s2-i-t,sito,o,500,sight = sito (s2-i-t) [1]
interest,^-n,ny,y,501,interest = ny (^-n) [6]
book,b-k,bko,o,505,book = bko (b-k) [1]
seem,s2-e-m,sem,,506,seem = sem (s2-e-m) [1]
continued,k-tn-u-d,ktnud,,508,continued = ktnud (k-tn-u-d) [4]
spoke,s-p-k,spk,,509,spoke = spk (s-p-k) [2]
strange,s2-t-j,stj,,510,strange = stj (s2-t-j) [4]
copy,k-p-e,kpe,,511,copy = kpe (k-p-e) [1]
age,a-j,aj,,512,age = aj (a-j) [1]
meet,m-e-t,metu,u,513,meet = metu (m-e-t) [0]
longer,l-ng-e2,lnge,,514,longer = lnge (l-ng-e2) [2]
story,s2-t-o-r-e,storeo,o,515,story = storeo (s2-t-o-r-e) [-1]
deep,d-e-p,dep,,517,deep = dep (d-e-p) [1]
nearly,n-e2-e2,nee,,518,nearly = nee (n-e2-e2) [3]
line,l-a-n,lan,,519,line = lan (l-a-n) [1]
further,f-th2,fho,o,520,further = fho (f-th2) [4]
later,l-a-t-e2,lateo,o,523,later = lateo (l-a-t-e2) [0]
added,a-td,addo,o,525,added = addo (a-td) [1]
brother,br-u-th,bruh,,526,brother = bruh (br-u-th) [3]
neither,n-e-th,neh,,527,neither = neh (n-e-th) [4]
stand,s2-tn,stn,,528,stand = stn (s2-tn) [2]
art,a2-t,ato,o,530,art = ato (a2-t) [0]
real,r-e,re,,531,real = re (r-e) [2]
toward,t-o-d,tod,,533,toward = tod (t-o-d) [3]
rose,r-o-s,ros,,534,rose = ros (r-o-s) [1]
beyond,b-o-n,bon,,535,beyond = bon (b-o-n) [3]
chapter,ch-a-p-t-e2,capte,,538,chapter = capte (ch-a-p-t-e2) [2]
everything,e-v-\-h,evg,,539,everything = evg (e-v-\-h) [7]
